concept_id,category,subtype,canonical_ja,canonical_en,canonical_zh,aliases_ja,aliases_en,aliases_zh,source,source_row,status,notes
effect_phrase_holy_dmg_10,effect_phrase,generic_effect,「君王の威厳」効果倍増,Holy DMG +10%,精煉+10時,,,,longtext_segments.csv,dawn-scythe-style-03,needs_review,Only suspect segments available for this concept.
effect_phrase_holy_skill_dmg_10,effect_phrase,generic_effect,聖属性ダメージ+10%,Holy Skill DMG +10%,聖屬性技能傷害+10%,,,,longtext_segments.csv,dawn-scythe-style-03,needs_review,Only suspect segments available for this concept.
effect_phrase_increases_mdmg_by_15,effect_phrase,generic_effect,魔法ダメージ+15%,increases MDMG by 15%,魔法傷害提升15%,,,,longtext_segments.csv,dawn-book-style-02,needs_review,Only suspect segments available for this concept.
effect_phrase_increases_psychic_wave_damage_by_30,effect_phrase,generic_effect,超自然波のダメージ+30%,increases [Psychic Wave] damage by 30%,超自然波傷害提升30%,,,,longtext_segments.csv,dawn-book-style-02,needs_review,Only suspect segments available for this concept.
effect_phrase_increases_the_effect_of_majesty_of_kings_to_patk_matk_15,effect_phrase,generic_effect,聖属性スキルダメージ+10%,Increases the effect of Majesty of Kings to [PATK/MATK +15%].,精煉+15時,,,,longtext_segments.csv,dawn-scythe-style-03,needs_review,Only suspect segments available for this concept.
effect_phrase_int_15,effect_phrase,generic_effect,Int+15,INT +15,智力+15,,,,longtext_segments.csv,dawn-staff-style-01|dawn-staff-style-03,needs_review,Only suspect segments available for this concept.
effect_phrase_lion_roar_damage_20,effect_phrase,generic_effect,,Lion Roar Damage 20%,,,,,longtext_segments.csv,dawn-claymore-style-02,needs_review,Missing canonical in one or more languages. | Only suspect segments available for this concept.
effect_phrase_lokis_courage_gains_aspd_15_crit_10,effect_phrase,generic_effect,10%の確率でロキの勇気を発動（攻撃速度+15%、クリティカル+10、3秒継続）,"Loki's Courage: Gains [ASPD +15%, CRIT +10].",持續3秒,,,,longtext_segments.csv,dawn-katar-style-01,needs_review,Only suspect segments available for this concept.
effect_phrase_lokis_courage_now_additionally_grants_you_crit_dmg_10,effect_phrase,generic_effect,ロキの勇気発動時、クリティカルダメージ+10%,[Loki's Courage] now additionally grants you [CRIT DMG +10%].,洛奇的勇氣額外增加10%暴擊傷害,,,,longtext_segments.csv,dawn-katar-style-01,needs_review,Only suspect segments available for this concept.
effect_phrase_magnus_exorcismus_fixed_ct_1s,effect_phrase,generic_effect,十字駆魔固定詠唱時間-1秒,[Magnus Exorcismus] Fixed CT -1s,十字驅魔攻擊固定詠唱時間-1秒,,,,longtext_segments.csv,dawn-scepter-style-04,needs_review,Only suspect segments available for this concept.
effect_phrase_magnus_exorcismus_skill_dmg_12,effect_phrase,generic_effect,十字駆魔スキルダメージ+12%,[Magnus Exorcismus] Skill DMG +12%,十字驅魔攻擊技能傷害+12%,,,,longtext_segments.csv,dawn-scepter-style-04,needs_review,Only suspect segments available for this concept.
effect_phrase_magnus_exorcismus_variable_ct_50,effect_phrase,generic_effect,十字駆魔の可変詠唱時間-50%,[Magnus Exorcismus] Variable CT -50%,十字驅魔攻擊可變詠唱時間-50%,,,,longtext_segments.csv,dawn-scepter-style-04,needs_review,Only suspect segments available for this concept.
effect_phrase_mammonite_and_high_speed_cart_ram_add_2_stacks_of_sifs_blessing,effect_phrase,generic_effect,メマーナイト、カートターミネーションで攻撃するたびに獲得するシフの恵みが2に増加する,Mammonite and High Speed Cart Ram add 2 stacks of Sif's Blessing,金錢攻擊、手推車終結技一次性疊加2層希芙的恩賜,,,,longtext_segments.csv,dawn-hatchet-style-03,needs_review,Only suspect segments available for this concept.
effect_phrase_matk_11,effect_phrase,generic_effect,魔法攻撃+11%,MATK +11%,魔法攻擊+11%,,,,longtext_segments.csv,dawn-foxtail-grass-style-02,needs_review,Only suspect segments available for this concept.
effect_phrase_matk_1_2,effect_phrase,generic_effect,魔法攻撃力+1.2%,MATK +1.2%,魔法攻擊+1.2%,,,,longtext_segments.csv,dawn-scepter-style-01,needs_review,Only suspect segments available for this concept.
effect_phrase_matk_22,effect_phrase,generic_effect,魔法攻撃+22,MATK +22,魔法攻擊+22,,,,longtext_segments.csv,dawn-scepter-style-03,needs_review,Only suspect segments available for this concept.
effect_phrase_matk_8,effect_phrase,generic_effect,,MATK +8%,魔法攻擊+8%,,,,longtext_segments.csv,dawn-hammer-style-04,needs_review,Missing canonical in one or more languages. | Only suspect segments available for this concept.
effect_phrase_mdef_10,effect_phrase,generic_effect,魔法防御+10,MDEF +10,魔法防禦+10,,,,longtext_segments.csv,dawn-claymore-style-02,needs_review,Only suspect segments available for this concept.
effect_phrase_mdmg_10,effect_phrase,generic_effect,魔法ダメージ+10%,MDMG +10%,魔法傷害增加10%,,,,longtext_segments.csv,dawn-book-style-04,needs_review,Only suspect segments available for this concept.
effect_phrase_mdmg_20,effect_phrase,generic_effect,魔法ダメージ+20%,MDMG +20%,魔法傷害+20%,,,,longtext_segments.csv,dawn-scepter-style-04,needs_review,Only suspect segments available for this concept.
effect_phrase_patk_10_2,effect_phrase,generic_effect,物理ダメージ+15%,PATK +10%,物理攻擊+10%,,,,longtext_segments.csv,dawn-hammer-style-02,needs_review,Only suspect segments available for this concept. | candidate_concepts=effect_phrase_patk_10|effect_phrase_pdmg_15
effect_phrase_patk_11,effect_phrase,generic_effect,物理攻撃+11%,PATK +11%,物理攻擊+11%,,,,longtext_segments.csv,dawn-foxtail-grass-style-01,needs_review,Only suspect segments available for this concept.
effect_phrase_patk_120,effect_phrase,generic_effect,物理攻撃+120,PATK +120,物理攻擊+120,,,,longtext_segments.csv,dawn-axe-style-01,needs_review,Only suspect segments available for this concept.
effect_phrase_patk_25,effect_phrase,generic_effect,物理攻撃+25,PATK +25,精煉+15時,,,,longtext_segments.csv,burglar-ring-1,needs_review,Only suspect segments available for this concept.
effect_phrase_reduces_fixed_ct_of_psychic_wave_by_1s,effect_phrase,generic_effect,超自然波の固定詠唱-1秒,reduces fixed CT of [Psychic Wave] by -1s,超自然波固定吟唱-1s,,,,longtext_segments.csv,dawn-book-style-02,needs_review,Only suspect segments available for this concept.
effect_phrase_reduces_global_cd_of_psychic_wave_by_1s,effect_phrase,generic_effect,超自然波の共通遅延-1秒,reduces global CD of [Psychic Wave] by 1s,超自然波公共延遲降低1秒,,,,longtext_segments.csv,dawn-book-style-02,needs_review,Only suspect segments available for this concept.
effect_phrase_reduces_the_hp_cost_of_sacrifice_on_self_by_15,effect_phrase,generic_effect,最大1回発動する,Reduces the HP cost of Sacrifice on self by 15%.,捨命攻擊扣除的自身生命值減少15%,,,,longtext_segments.csv,dawn-scythe-style-02,needs_review,Only suspect segments available for this concept.
effect_phrase_refine_10,effect_phrase,generic_effect,パリイングで魔法ダメージを無効にする確率+10%,Refine +10,雙劍格擋成功格擋魔法傷害機率提升10%,,,,longtext_segments.csv,dawn-claymore-style-02,needs_review,Only suspect segments available for this concept.
effect_phrase_refine_10_10,effect_phrase,generic_effect,エデンのリンゴ発動時、追加で7%のダメージ軽減効果を3秒間付与,Refine +10,精煉+10時,,,,longtext_segments.csv,dawn-guitar-style-03,needs_review,Only suspect segments available for this concept.
effect_phrase_refine_10_11,effect_phrase,generic_effect,グルーミング使用時、対象に最大HPの10%分のシールドを15秒付与,Refine +10,精煉+10,,,,longtext_segments.csv,dawn-foxtail-grass-style-03,needs_review,Only suspect segments available for this concept.
effect_phrase_refine_10_2,effect_phrase,generic_effect,狂撃発動時に30%の確率で自動詠唱による先鋒追撃を発動,Refine +10,精煉+10時,,,,longtext_segments.csv,dawn-claymore-style-03,needs_review,Only suspect segments available for this concept.
effect_phrase_refine_10_3,effect_phrase,generic_effect,必殺攻撃の回数が+2,Refine +10,精煉+10時,,,,longtext_segments.csv,dawn-scythe-style-02,needs_review,Only suspect segments available for this concept.
effect_phrase_refine_10_4,effect_phrase,generic_effect,攻撃速度+10%,Refine +10,額外攻速提升10%,,,,longtext_segments.csv,dawn-spear-style-04,needs_review,Only suspect segments available for this concept.
effect_phrase_refine_10_5,effect_phrase,generic_effect,手押し車積載上限が2000増加,Refine +10,精煉+6時,,,,longtext_segments.csv,dawn-axe-style-02,needs_review,Only suspect segments available for this concept.
effect_phrase_refine_10_6,effect_phrase,generic_effect,攻撃速度+1%,Refine +10,攻擊速度+1%,,,,longtext_segments.csv,dawn-axe-style-03,needs_review,Only suspect segments available for this concept. | candidate_concepts=effect_phrase_increases_aspd_by_1|effect_phrase_you_gain_aspd_1
effect_phrase_refine_10_7,effect_phrase,generic_effect,追加ダメージが30%にアップ,Refine +10,附加傷害提升至30%,,,,longtext_segments.csv,dawn-hammer-style-03,needs_review,Only suspect segments available for this concept.
effect_phrase_refine_10_8,effect_phrase,generic_effect,叫び効果を受けた対象はさらに15%移動速度が減少,Refine +10,精煉+10時,,,,longtext_segments.csv,dawn-hammer-style-04,needs_review,Only suspect segments available for this concept.
effect_phrase_refine_10_9,effect_phrase,generic_effect,魔法攻撃+70,Refine +10,魔法攻擊+70,,,,longtext_segments.csv,dawn-staff-style-01,needs_review,Only suspect segments available for this concept.
effect_phrase_refine_12,effect_phrase,generic_effect,攻撃速度が+10%,Refine +12,精煉+12時,,,,longtext_segments.csv,dawn-scythe-style-02,needs_review,Only suspect segments available for this concept.
effect_phrase_refine_12_2,effect_phrase,generic_effect,MaxHP+8%,Refine +12,精煉+12時,,,,longtext_segments.csv,dawn-hammer-style-04,needs_review,Only suspect segments available for this concept.
effect_phrase_refine_15,effect_phrase,generic_effect,獅子奮迅によるダメージ+20%,Refine +15,獅子奮迅傷害增加20%,,,,longtext_segments.csv,dawn-claymore-style-02,needs_review,Only suspect segments available for this concept.
effect_phrase_refine_15_10,effect_phrase,generic_effect,シュリンプ効果が2倍,Refine +15,精煉+15,,,,longtext_segments.csv,dawn-foxtail-grass-style-03,needs_review,Only suspect segments available for this concept.
effect_phrase_refine_15_2,effect_phrase,generic_effect,自動詠唱先鋒追撃のダメージが50%増加,Refine +15,精煉+15時,,,,longtext_segments.csv,dawn-claymore-style-03,needs_review,Only suspect segments available for this concept.
effect_phrase_refine_15_3,effect_phrase,generic_effect,持続時間中、必殺攻撃の回数制限がなくなる,Refine +15,精煉+15時,,,,longtext_segments.csv,dawn-scythe-style-02,needs_review,Only suspect segments available for this concept.
effect_phrase_refine_15_4,effect_phrase,generic_effect,死神のささやきで発生するスキルダメージが100%上昇する,Refine +15,死神低語觸發技能傷害提升100%,,,,longtext_segments.csv,dawn-spear-style-02,needs_review,Only suspect segments available for this concept.
effect_phrase_refine_15_5,effect_phrase,generic_effect,手押し車積載による追加ダメージが積載重量*60%に上昇,Refine +15,精煉+10時,,,,longtext_segments.csv,dawn-axe-style-02,needs_review,Only suspect segments available for this concept.
effect_phrase_refine_15_6,effect_phrase,generic_effect,回転刃のスキルダメージ+20%,Refine +15,迴旋之刃技能傷害+20%,,,,longtext_segments.csv,dawn-axe-style-03,needs_review,Only suspect segments available for this concept.
effect_phrase_refine_15_7,effect_phrase,generic_effect,追加ダメージが40%にアップ,Refine +15,附加傷害提升至40%,,,,longtext_segments.csv,dawn-hammer-style-03,needs_review,Only suspect segments available for this concept.
effect_phrase_refine_15_8,effect_phrase,generic_effect,魔法攻撃+8%,Refine +15,精煉+15時,,,,longtext_segments.csv,dawn-hammer-style-04,needs_review,Only suspect segments available for this concept.
effect_phrase_refine_15_9,effect_phrase,generic_effect,魔法攻撃+70,Refine +15,魔法攻擊+70,,,,longtext_segments.csv,dawn-staff-style-01,needs_review,Only suspect segments available for this concept.
effect_phrase_refine_6,effect_phrase,generic_effect,パリイングで物理ダメージを無効にする確率+10%,Refine +6,雙劍格擋成功格擋物理傷害機率提升10%,,,,longtext_segments.csv,dawn-claymore-style-02,needs_review,Only suspect segments available for this concept.
effect_phrase_refine_6_10,effect_phrase,generic_effect,魔法攻撃+1,Refine +6,魔法攻擊+1,,,,longtext_segments.csv,dawn-staff-style-01,needs_review,Only suspect segments available for this concept.
effect_phrase_refine_6_11,effect_phrase,generic_effect,エデンのリンゴの回復効果+40%,Refine +6,精煉+6時,,,,longtext_segments.csv,dawn-guitar-style-03,needs_review,Only suspect segments available for this concept.
effect_phrase_refine_6_12,effect_phrase,generic_effect,変化,Refine +6,精煉+6時,,,,longtext_segments.csv,dawn-foxtail-grass-style-03,needs_review,Only suspect segments available for this concept.
effect_phrase_refine_6_2,effect_phrase,generic_effect,狂撃スキルダメージが50%上昇,Refine +6,精煉+6時,,,,longtext_segments.csv,dawn-claymore-style-03,needs_review,Only suspect segments available for this concept.
effect_phrase_refine_6_3,effect_phrase,generic_effect,必殺攻撃で消費する自身のHPが15%減少,Refine +6,精煉+6時,,,,longtext_segments.csv,dawn-scythe-style-02,needs_review,Only suspect segments available for this concept.
effect_phrase_refine_6_4,effect_phrase,generic_effect,死神の契約の獲得確率が50%になる,Refine +6,獲得死神契約的機率提升至50%,,,,longtext_segments.csv,dawn-spear-style-02,needs_review,Only suspect segments available for this concept.
effect_phrase_refine_6_5,effect_phrase,generic_effect,バーサーク発動時、攻撃速度+10%,Refine +6,狂怒之槍啟動時額外攻速提升10%,,,,longtext_segments.csv,dawn-spear-style-04,needs_review,Only suspect segments available for this concept.
effect_phrase_refine_6_6,effect_phrase,generic_effect,移動速度が5%上昇（最大2スタック）,Refine +6,使用手推車相關技能，使移動速度提升,,,,longtext_segments.csv,dawn-axe-style-02,needs_review,Only suspect segments available for this concept.
effect_phrase_refine_6_7,effect_phrase,generic_effect,火煙瓶攻撃の破壊確率+5%,Refine +6,精煉+6時,,,,longtext_segments.csv,dawn-hammer-style-02,needs_review,Only suspect segments available for this concept.
effect_phrase_refine_6_8,effect_phrase,generic_effect,アスペルシオを自身に使用すると追加効果を獲得し、攻撃時に物理攻撃力の20%分の物理ダメージを追加,Refine +6,撒水祈福對自身使用獲得額外效果，攻擊中附加20%物理攻擊力的物理傷害,,,,longtext_segments.csv,dawn-hammer-style-03,needs_review,Only suspect segments available for this concept.
effect_phrase_refine_6_9,effect_phrase,generic_effect,地獄の植物でダメージを受けた対象は2秒間物理防御と魔法耐性が15%減少,Refine +6,精煉+6時,,,,longtext_segments.csv,dawn-hammer-style-04,needs_review,Only suspect segments available for this concept.
effect_phrase_silvervine_stem_spear_hit_boosts_the_damage_of_the_next_silvervine_stem_spear_within_5_seconds_by_12,effect_phrase,generic_effect,マタタビの槍命中後、5秒以内に使用する次のマタタビの槍ダメージ+12%,[Silvervine Stem Spear] hit boosts the damage of the next [Silvervine Stem Spear] within 5 seconds by 12%,獵徑桃根槍命中後會在5秒內使下一發獵徑桃根槍傷害提高12%,,,,longtext_segments.csv,dawn-foxtail-grass-style-02,needs_review,Only suspect segments available for this concept.
effect_phrase_skill_damage_triggered_by_reaper_whisper_100,effect_phrase,generic_effect,,skill damage triggered by Reaper Whisper 100%,,,,,longtext_segments.csv,dawn-spear-style-02,needs_review,Missing canonical in one or more languages. | Only suspect segments available for this concept.
effect_phrase_skill_dmg_3,effect_phrase,generic_effect,スキルダメージが3%増加,Skill DMG +3%,技能傷害+3%,,,,longtext_segments.csv,dawn-crossbow-blade-style-03,needs_review,Only suspect segments available for this concept.
effect_phrase_skill_dmg_multiplier_of_sonic_blow_100,effect_phrase,generic_effect,音速投擲スキルダメージ倍率+100%,Skill DMG Multiplier of Sonic Blow +100%,精煉+10時,,,,longtext_segments.csv,dawn-katar-style-02,needs_review,Only suspect segments available for this concept.
effect_phrase_skill_dmg_of_copied_skills_20,effect_phrase,generic_effect,コピーしたダメージスキルのダメージが20%増加,Skill DMG of copied skills +20%,抄襲獲得的傷害技能傷害增加20%,,,,longtext_segments.csv,dawn-crossbow-blade-style-03,needs_review,Only suspect segments available for this concept.
effect_phrase_skill_multiplier_of_mammonite_and_high_speed_cart_ram_100,effect_phrase,generic_effect,メマーナイト、カートターミネーションのダメージ倍率+100%,skill multiplier of Mammonite and High Speed Cart Ram +100%,金錢攻擊、手推車終結技技能倍率+100%,,,,longtext_segments.csv,dawn-hatchet-style-03,needs_review,Only suspect segments available for this concept.
effect_phrase_smite_rapid_smiting_shield_boomerang_skill_dmg_12,effect_phrase,generic_effect,盾攻撃、連続盾攻撃、回転盾攻撃のスキルダメージ+12%,[Smite]/[Rapid Smiting]/[Shield Boomerang] Skill DMG +12%,盾擊、連續盾擊、迴旋盾擊技能傷害+12%,,,,longtext_segments.csv,dawn-shield-style-04,needs_review,Only suspect segments available for this concept.
effect_phrase_smite_rapid_smiting_shield_boomerang_skill_dmg_3,effect_phrase,generic_effect,盾攻撃、連続盾攻撃、回転盾攻撃のスキルダメージ+3%,[Smite]/[Rapid Smiting]/[Shield Boomerang] Skill DMG +3%,盾擊、連續盾擊、迴旋盾擊技能傷害+3%,,,,longtext_segments.csv,dawn-shield-style-04,needs_review,Only suspect segments available for this concept.
effect_phrase_sonic_blow_can_deal_crits_with_the_crit_rate_equal_to_75_of_the_characters_crit_rate,effect_phrase,generic_effect,音速投擲はクリティカルが発生可能で、クリティカル率はキャラクターのクリティカル率の75%に相当する,"Sonic Blow can deal CRITs, with the CRIT Rate equal to 75% of the character's CRIT Rate.",音速投擲可以暴擊,,,,longtext_segments.csv,dawn-katar-style-02,needs_review,Only suspect segments available for this concept.
effect_phrase_sonic_blow_is_affected_by_aspd,effect_phrase,generic_effect,音速投擲はASPDの影響を受ける,Sonic Blow is affected by ASPD.,音速投擲受到攻擊速度影響,,,,longtext_segments.csv,dawn-katar-style-02,needs_review,Only suspect segments available for this concept.
effect_phrase_soul_breaker_deals_matk_250_more_damage_unique,effect_phrase,generic_effect,マインドショックの魔法攻撃力*250%分のダメージを追加（唯一効果）,[Soul Breaker] deals MATK*250% more damage (unique),心靈震波提升魔法攻擊*250%的傷害（唯一效果）,,,,longtext_segments.csv,dawn-blade-style-04,needs_review,Only suspect segments available for this concept.
effect_phrase_soul_breaker_deals_matk_300_more_damage_unique,effect_phrase,generic_effect,マインドショックの魔法攻撃力*300%分のダメージを追加（唯一効果）,[Soul Breaker] deals MATK*300% more damage (unique),心靈震波提升魔法攻擊*300%的傷害（唯一效果）,,,,longtext_segments.csv,dawn-blade-style-04,needs_review,Only suspect segments available for this concept.
effect_phrase_sp_consumption_85,effect_phrase,generic_effect,マナ消費-85%,SP Consumption -85%,魔法值消耗-85%,,,,longtext_segments.csv,dawn-axe-style-03,needs_review,Only suspect segments available for this concept.
effect_phrase_spear_stab_deals_100_more_damage,effect_phrase,generic_effect,スピアスタブのダメージが100%アップ,Spear Stab deals 100% more damage.,精煉+15時,,,,longtext_segments.csv,dawn-scythe-style-01,needs_review,Only suspect segments available for this concept.
effect_phrase_stats_are_equal_theyre_both_2,effect_phrase,generic_effect,Str・Dex各+2,"stats are equal, they're both +2.",敏捷150以上時,,,,longtext_segments.csv,burglar-ring-1,needs_review,Only suspect segments available for this concept.
effect_phrase_summoned_creatures_atk_12,effect_phrase,generic_effect,召喚物攻撃+12%,Summoned creatures' ATK +12%,召喚物攻擊提高12%,,,,longtext_segments.csv,dawn-foxtail-grass-style-01,needs_review,Only suspect segments available for this concept.
effect_phrase_summoned_creatures_skill_dmg_10,effect_phrase,generic_effect,召喚生物スキルダメージ+10%,Summoned creatures' skill DMG +10%,召喚生物技能傷害增加10%,,,,longtext_segments.csv,dawn-foxtail-grass-style-01,needs_review,Only suspect segments available for this concept.
effect_phrase_summoned_creatures_skill_dmg_5,effect_phrase,generic_effect,召喚生物スキルダメージ+5%,Summoned creatures' skill DMG +5%,召喚生物技能傷害增加5%,,,,longtext_segments.csv,dawn-foxtail-grass-style-01,needs_review,Only suspect segments available for this concept.
effect_phrase_swordfish_pierce_deals_additional_pdmg_multiplied_by_100_against_demi_human_monsters,effect_phrase,generic_effect,人間種族モンスターへの攻撃時、メカジキの突きが追加で100%倍率の物理ダメージを与える,Swordfish Pierce deals additional PDMG multiplied by 100% against Demi-Human monsters,精煉+15時攻擊人形種族魔物,,,,longtext_segments.csv,dawn-spear-style-05,needs_review,Only suspect segments available for this concept.
effect_phrase_the_skill_multiplier_of_pierce_and_concentrate_pierce_is_increased_by_50,effect_phrase,generic_effect,ピアース、ラピッドストライクのダメージ倍率+50%,the skill multiplier of Pierce and Concentrate Pierce is increased by 50%,精煉+6時,,,,longtext_segments.csv,dawn-spear-style-05,needs_review,Only suspect segments available for this concept.
effect_phrase_the_vulnerable_effect_of_spear_stab_is_increased_by_10,effect_phrase,generic_effect,スピアスタブの易傷効果がさらに10%上昇,the Vulnerable effect of Spear Stab is increased by 10%,,,,,longtext_segments.csv,dawn-scythe-style-01,needs_review,Missing canonical in one or more languages. | Only suspect segments available for this concept.
effect_phrase_turn_undead_variable_ct_50,effect_phrase,generic_effect,転生術の可変詠唱時間-50%,[Turn Undead] Variable CT -50%,轉生術可變詠唱時間-50%,,,,longtext_segments.csv,dawn-scepter-style-04,needs_review,Only suspect segments available for this concept.
effect_phrase_turret_attack_range_1,effect_phrase,generic_effect,砲台の攻撃範囲+1,[Turret] attack range +1,炮台攻擊範圍+1,,,,longtext_segments.csv,dawn-hatchet-style-01,needs_review,Only suspect segments available for this concept.
effect_phrase_turret_ignores_10_of_the_targets_def,effect_phrase,generic_effect,砲台の攻撃は対象の防御力を10%無視,[Turret] ignores 10% of the target's DEF,炮台攻擊無視目標10%防禦,,,,longtext_segments.csv,dawn-hatchet-style-01,needs_review,Only suspect segments available for this concept.
effect_phrase_turrets_gain_30_of_your_attack_stats,effect_phrase,generic_effect,砲台はプレイヤーの30%の攻撃属性を追加で継承,Turrets gain 30% of your Attack Stats,炮台多繼承玩家30%的攻擊屬性,,,,longtext_segments.csv,dawn-hatchet-style-01,needs_review,Only suspect segments available for this concept.
effect_phrase_upon_casting_pierce_or_concentrate_pierce_cast_swordfish_pierce_at_the_target_and_the_enemies_behind_that_target_one_time_dealing_pdmg_multiplied_by_350,effect_phrase,generic_effect,ピアース、ラピッドストライク発動時、ターゲットおよびその後方へメカジキの突きを1回行い、350%倍率の物理ダメージを与える,"Upon casting Pierce or Concentrate Pierce, cast Swordfish Pierce at the target and the enemies behind that target one time, dealing PDMG multiplied by 350%",使用連刺攻擊、凝神刺擊時對目標及其身後進行一次旗魚突刺攻擊,,,,longtext_segments.csv,dawn-spear-style-05,needs_review,Only suspect segments available for this concept.
effect_phrase_upon_dealing_pdmg,effect_phrase,generic_effect,2%の確率でターゲットを出血状態にすることがある,Upon dealing PDMG,物理攻擊時有20%機率自動念咒長矛刺擊Lv.3,,,,longtext_segments.csv,dawn-scythe-style-01,needs_review,Only suspect segments available for this concept.
effect_phrase_variable_ct_1,effect_phrase,generic_effect,変動詠唱-1%,Variable CT -1%,可變詠唱時間-1%,,,,longtext_segments.csv,spiritual-ring-2,needs_review,Only suspect segments available for this concept.
effect_phrase_vit_15,effect_phrase,generic_effect,Vit+15,VIT +15,體質+15,,,,longtext_segments.csv,dawn-claymore-style-02,needs_review,Only suspect segments available for this concept.
effect_phrase_vit_5,effect_phrase,generic_effect,Vit+5,VIT +5,體質+5,,,,longtext_segments.csv,dawn-hammer-style-04,needs_review,Only suspect segments available for this concept.
effect_phrase_volt_attack_has_a_30_chance_to_trigger_2_additional_damage,effect_phrase,generic_effect,感電攻撃が30%確率で追加ダメージを2回発動,[Volt Attack] has a 30% chance to trigger 2 additional damage,精煉+10時,,,,longtext_segments.csv,dawn-guitar-style-01,needs_review,Only suspect segments available for this concept.
effect_phrase_weapon_element_holy,effect_phrase,generic_effect,武器聖属性,Weapon Element (Holy),武器聖屬性,,,,longtext_segments.csv,dawn-hammer-style-03,needs_review,Only suspect segments available for this concept.
effect_phrase_weapon_range_1_5,effect_phrase,generic_effect,武器射程+1.5,Weapon Range +1.5,武器射程+1.5,,,,longtext_segments.csv,dawn-axe-style-02,needs_review,Only suspect segments available for this concept.
effect_phrase_when_affected_by_solo_duo_performance,effect_phrase,generic_effect,ソロ演奏やアンサンブル効果の影響下では、受ける物理・魔法ダメージが5%減少,When affected by Solo/Duo Performance,受到獨奏、合奏效果影響時,,,,longtext_segments.csv,dawn-guitar-style-03,needs_review,Only suspect segments available for this concept.
effect_phrase_when_applying_all_chemistry_weapon_protection_to_party_members,effect_phrase,generic_effect,味方にすべての化学兵器保護をかけると、対象の物理ダメージ軽減と魔法ダメージ軽減がさらに10%増加,When applying all [Chemistry Weapon Protection] to party members,為隊友施加所有化學武器保護時,,,,longtext_segments.csv,dawn-hammer-style-04,needs_review,Only suspect segments available for this concept.
effect_phrase_when_berserk_is_activated,effect_phrase,generic_effect,バーサーク中、通常攻撃でバーサークのクールタイムを短縮、最大30秒減少,When [Berserk] is activated,最多減少30秒,,,,longtext_segments.csv,dawn-spear-style-04,needs_review,Only suspect segments available for this concept.
effect_phrase_when_pact_of_reaper_is_at_5_stacks,effect_phrase,generic_effect,死神の契約が5層に達すると、死神のささやき効果を獲得する。5秒間、5回ごとの物理攻撃で追加の400%闇属性物理ダメージを与える,When Pact of Reaper is at 5 stacks,死神契約達到5層後，獲得死神低語效果：每5次物理攻擊額外造成400%的暗屬性物理傷害，持續5秒,,,,longtext_segments.csv,dawn-spear-style-02,needs_review,Only suspect segments available for this concept.
effect_phrase_when_sifs_blessing_reaches_10_stacks,effect_phrase,generic_effect,シフの恵みを1獲得する,When Sif's Blessing reaches 10 stacks,希芙的恩賜疊加至10層時,,,,longtext_segments.csv,dawn-hatchet-style-03,needs_review,Only suspect segments available for this concept.
effect_phrase_when_using_parry,effect_phrase,generic_effect,パリイング中、成功すると自動で習得済みの最高レベルの獅子奮迅を発動。本効果のクールタイムは2.5秒,When using Parry,雙劍格擋期間，成功格擋將會自動念咒已習得最高等級的獅子奮迅（冷卻時間2.5秒）,,,,longtext_segments.csv,dawn-claymore-style-02,needs_review,Only suspect segments available for this concept.
effect_phrase_while_imperial_guard_is_equipped_double_the_effect_of_majesty_of_kings,effect_phrase,generic_effect,30%の確率で「君王の威厳」を獲得：物理攻撃・魔法攻撃+10%、持続10秒,"While Imperial Guard is equipped, double the effect of Majesty of Kings.",持續10秒,,,,longtext_segments.csv,dawn-scythe-style-03,needs_review,Only suspect segments available for this concept.
effect_phrase_x_067dd320c9,effect_phrase,generic_effect,聖属性スキルダメージ+12%,,聖屬性技能傷害+12%,,,,longtext_segments.csv,dawn-hammer-style-03,needs_review,Missing canonical in one or more languages. | Only suspect segments available for this concept.
effect_phrase_x_0bf065b0fd,effect_phrase,generic_effect,物理ダメージボーナス+20%,,物理傷害加成+20%,,,,longtext_segments.csv,dawn-axe-style-03,needs_review,Missing canonical in one or more languages. | Only suspect segments available for this concept.
effect_phrase_x_0e7941ad5e,effect_phrase,generic_effect,物理ダメージ+1.2%,,,,,,longtext_segments.csv,dawn-axe-style-01,needs_review,Missing canonical in one or more languages. | Only suspect segments available for this concept.
effect_phrase_x_1bb1f65917,effect_phrase,generic_effect,「君王の威厳」効果を強化：物理攻撃・魔法攻撃+15%（倍増効果は物理攻撃・魔法攻撃+30%）,,,,,,longtext_segments.csv,dawn-scythe-style-03,needs_review,Missing canonical in one or more languages. | Only suspect segments available for this concept.
effect_phrase_x_1c25421b16,effect_phrase,generic_effect,魔法ダメージ+7%,,魔法傷害+7%,,,,longtext_segments.csv,dawn-foxtail-grass-style-02,needs_review,Missing canonical in one or more languages. | Only suspect segments available for this concept.
effect_phrase_x_21474723a4,effect_phrase,generic_effect,,,手推車相關技能傷害+25%（不適用於手推車負重帶來的額外傷害）,,,,longtext_segments.csv,dawn-axe-style-02,needs_review,Missing canonical in one or more languages. | Only suspect segments available for this concept.
effect_phrase_x_23b196ed8a,effect_phrase,generic_effect,Str+24,,力量+24,,,,longtext_segments.csv,dawn-axe-style-03,needs_review,Missing canonical in one or more languages. | Only suspect segments available for this concept.
